,base frame,end effector frame,,,,,,
0,base_link,gripper,,,,,,
,x,y,z,qw,qx,qy,qz,time
227,-0.315810934,0.2068379651,0.699685519,-0.133694847,-0.6225126914,-0.0257722425,0.770674658,11.2325861454
228,-0.3158189516,0.2068662168,0.6996706338,-0.1337365951,-0.6225223217,-0.0257627519,0.7706599527,11.7326021194
229,-0.3158269688,0.2068944615,0.6996557434,-0.133778332,-0.6225319561,-0.0257532573,0.7706452435,12.2338540554
230,-0.3158361325,0.206926753,0.6996387243,-0.1338260519,-0.622542962,-0.0257424101,0.7706284297,12.7351841927
231,-0.3158441504,0.2069550018,0.6996238274,-0.1338677967,-0.6225525958,-0.025732915,0.7706137136,13.2362060547
232,-0.3158521689,0.206983257,0.6996089284,-0.1339095527,-0.6225622273,-0.0257234216,0.7705989946,13.7364890575
233,-0.3158613333,0.2070155509,0.6995918973,-0.1339572785,-0.6225732344,-0.0257125718,0.7705821689,14.237650156
234,-0.3158693525,0.2070438102,0.6995769919,-0.1339990425,-0.6225828653,-0.0257030779,0.770567443,14.7376670837
235,-0.3158773723,0.2070720759,0.6995620844,-0.1340408178,-0.622592494,-0.0256935858,0.7705527141,15.2388551235
236,-0.3158865375,0.2071043723,0.6995450413,-0.1340885495,-0.6226035023,-0.0256827332,0.7705358766,1.5080721378
237,-0.315894558,0.207132642,0.6995301273,-0.1341303327,-0.6226131304,-0.0256732406,0.7705211408,2.0230200291
238,-0.3159025781,0.2071609048,0.6995152081,-0.1341721047,-0.6226227624,-0.025663744,0.7705064012,2.5391201973
239,-0.3159105989,0.2071891739,0.6995002869,-0.1342138878,-0.6226323921,-0.025654249,0.7704916587,3.0478200913
240,-0.3159197659,0.2072214839,0.6994832303,-0.1342616447,-0.6226433972,-0.0256433974,0.7704748061,3.5628550053
241,-0.3159277873,0.2072497571,0.6994683026,-0.1343034358,-0.6226530264,-0.025633902,0.7704600567,4.1266560555
242,-0.3159358094,0.2072780367,0.6994533729,-0.1343452382,-0.6226626532,-0.0256244082,0.7704453043,4.6434221268
243,-0.3159449772,0.2073103491,0.6994363043,-0.1343930009,-0.6226736595,-0.0256135539,0.7704284398,5.1580240727
244,-0.3159529999,0.2073386328,0.699421368,-0.1344348113,-0.6226832858,-0.0256040597,0.7704136805,5.6694941521
245,-0.3159621684,0.2073709499,0.6994042919,-0.1344825831,-0.6226942915,-0.0255932049,0.7703968081,6.185819149
246,-0.3159701918,0.2073992377,0.6993893491,-0.1345244015,-0.6227039173,-0.0255837103,0.7703820419,6.6998591423
247,-0.3159782149,0.2074275186,0.699374401,-0.1345662086,-0.6227135471,-0.0255742116,0.7703672718,7.2175011635
248,-0.3159873852,0.2074598515,0.6993573161,-0.1346140088,-0.6227245477,-0.0255633598,0.7703503885,7.7186291218
249,-0.3159954092,0.2074881408,0.6993423626,-0.1346558314,-0.6227341748,-0.0255538626,0.7703356118,8.2188651562
250,-0.3160034332,0.2075164277,0.6993274049,-0.1346976502,-0.6227438038,-0.0255443632,0.7703208315,8.7197110653
251,-0.3160114582,0.2075447254,0.6993124463,-0.1347394877,-0.6227534283,-0.0255348675,0.7703060486,9.219974041
252,-0.3160206293,0.2075770584,0.6992953447,-0.1347872905,-0.6227644319,-0.0255240109,0.7702891493,9.7216050625
253,-0.3160286549,0.2076053602,0.6992803796,-0.1348291361,-0.6227740559,-0.0255145147,0.7702743595,10.2285120487
254,-0.3160378267,0.207637698,0.6992632705,-0.134876948,-0.622785059,-0.0255036576,0.7702574522,10.7297041416
255,-0.3160458531,0.2076660039,0.6992482988,-0.1349188015,-0.6227946824,-0.0254941609,0.7702426555,11.2306780815
256,-0.3160538793,0.2076943072,0.6992333229,-0.1349606512,-0.6228043078,-0.0254846621,0.7702278551,11.731180191
257,-0.3160630526,0.2077266563,0.6992162039,-0.1350084841,-0.6228153078,-0.0254738062,0.7702109365,12.2325861454
258,-0.3160710796,0.2077549637,0.6992012214,-0.1350503418,-0.6228249326,-0.0254643069,0.7701961293,12.7326021194
259,-0.3160802532,0.207787313,0.6991840938,-0.1350981762,-0.6228359342,-0.0254534485,0.7701792024,13.2338540554
260,-0.3160882812,0.207815629,0.6991691059,-0.1351400494,-0.6228455563,-0.0254439507,0.7701643885,13.7351841927
261,-0.3160963087,0.2078439381,0.6991541127,-0.1351819114,-0.6228551825,-0.0254344489,0.7701495708,14.2362060547
262,-0.3161054842,0.2078763031,0.6991369762,-0.1352297742,-0.6228661789,-0.0254235936,0.7701326329,14.7364890575
263,-0.3161135124,0.2079046163,0.6991219765,-0.1352716441,-0.6228758045,-0.0254140913,0.7701178082,15.237650156
264,-0.3161215416,0.2079329402,0.6991069758,-0.1353135327,-0.6228854256,-0.0254045927,0.7701029808,15.7376670837
265,-0.3161307175,0.2079653033,0.6990898261,-0.135361394,-0.6228964254,-0.0253937327,0.7700860306,16.2388551235
266,-0.316138747,0.2079936268,0.6990748178,-0.135403283,-0.6229060481,-0.0253842317,0.770071196,2.5080721378
267,-0.3161467772,0.2080219568,0.6990598074,-0.1354451834,-0.6229156685,-0.0253747324,0.7700563585,3.0230200291
268,-0.3161559542,0.2080543267,0.6990426467,-0.135493058,-0.6229266674,-0.0253638717,0.7700393966,3.5391201973
269,-0.316163985,0.2080826608,0.6990276298,-0.1355349663,-0.6229362872,-0.0253543719,0.7700245521,4.0478200913
270,-0.3161720155,0.2081109879,0.6990126077,-0.1355768634,-0.622945911,-0.0253448681,0.7700097037,4.5628550053
271,-0.3161811943,0.2081433736,0.698995438,-0.1356247664,-0.6229569047,-0.0253340105,0.7699927308,5.1266560555
272,-0.3161903727,0.2081757529,0.6989782622,-0.1356726592,-0.6229679024,-0.0253231487,0.769975753,5.6434221268
273,-0.3161984049,0.2082040951,0.6989632321,-0.1357145835,-0.6229775212,-0.0253136481,0.7699608946,6.1580240727
274,-0.3162064367,0.2082324304,0.6989481968,-0.1357564965,-0.6229871439,-0.0253041434,0.7699460322,6.6694941521
275,-0.3162156169,0.2082648255,0.6989310121,-0.1358044178,-0.6229981364,-0.0252932847,0.7699290434,7.185819149
276,-0.3162247969,0.2082972141,0.6989138212,-0.1358523288,-0.6230091329,-0.0252824219,0.7699120497,7.6998591423
277,-0.316233978,0.2083296142,0.6988966285,-0.1359002598,-0.6230201248,-0.0252715627,0.7698950523,8.2175011635
278,-0.3162420111,0.2083579579,0.6988815795,-0.1359421893,-0.6230297464,-0.0252620571,0.7698801756,8.7186291218
279,-0.3162500452,0.2083863131,0.6988665298,-0.1359841386,-0.6230393632,-0.0252525551,0.7698652963,9.2188651562
280,-0.3162592267,0.2084187105,0.6988493237,-0.1360320669,-0.6230503588,-0.0252416913,0.7698482865,9.7197110653
281,-0.3162672611,0.2084470647,0.6988342661,-0.1360740155,-0.6230599775,-0.0252321869,0.7698333998,10.219974041
282,-0.3162764437,0.2084794722,0.6988170537,-0.1361219621,-0.6230709698,-0.0252213245,0.7698163825,10.7216050625
283,-0.3162844788,0.2085078302,0.6988019894,-0.1361639182,-0.6230805882,-0.0252118196,0.7698014888,11.2285120487
284,-0.3162925145,0.2085361949,0.6987869232,-0.1362058862,-0.623090204,-0.0252023165,0.7697865922,11.7297041416
285,-0.3163016978,0.2085686044,0.6987696986,-0.136253838,-0.6231011977,-0.0251914515,0.7697695628,12.2306780815
286,-0.3163097342,0.2085969732,0.6987546258,-0.1362958139,-0.623110813,-0.0251819479,0.7697546592,12.731180191
287,-0.3163177702,0.208625335,0.6987395478,-0.1363377786,-0.6231204322,-0.0251724403,0.7697397517,13.2325861454
288,-0.3163258068,0.2086537031,0.6987244677,-0.1363797544,-0.6231300491,-0.0251629344,0.7697248412,13.7326021194
289,-0.316334992,0.2086861265,0.6987072297,-0.136427732,-0.6231410393,-0.0251520702,0.7697077968,14.2338540554
290,-0.3163430292,0.2087144984,0.6986921429,-0.1364697152,-0.6231506559,-0.0251425639,0.7696928793,14.7351841927
291,-0.3163522155,0.2087469306,0.6986748983,-0.1365177088,-0.6231616435,-0.0251317011,0.7696758271,15.2362060547
292,-0.3163602531,0.2087753024,0.6986598039,-0.1365596931,-0.6231712615,-0.0251221924,0.7696609023,15.7364890575
293,-0.3163682917,0.2088036851,0.6986447086,-0.1366016962,-0.6231808749,-0.0251126873,0.7696459749,16.237650156
294,-0.3163774783,0.2088361153,0.6986274507,-0.1366496882,-0.6231918659,-0.02510182,0.7696289103,16.7376670837
295,-0.3163855175,0.2088645021,0.6986123488,-0.1366916992,-0.6232014788,-0.0250923145,0.7696139759,17.2388551235
296,-0.3163935564,0.2088928822,0.6985972417,-0.1367336996,-0.6232110955,-0.0250828049,0.7695990377,3.5080721378
297,-0.3164027448,0.2089253278,0.6985799748,-0.1367817194,-0.6232220815,-0.0250719407,0.7695819619,4.0230200291
298,-0.3164119329,0.2089577673,0.6985627017,-0.1368297295,-0.6232330713,-0.0250610723,0.7695648813,4.5391201973
299,-0.3164199734,0.2089861623,0.6985475866,-0.1368717567,-0.6232426831,-0.0250515659,0.7695499329,5.0478200913
300,-0.3164291623,0.2090186064,0.6985303059,-0.1369197759,-0.6232536723,-0.025040697,0.7695328443,5.5628550053
301,-0.3164372031,0.209047001,0.698515183,-0.1369618033,-0.6232632857,-0.0250311882,0.7695178885,6.1266560555
302,-0.3164452446,0.209075402,0.6985000581,-0.1370038421,-0.6232728967,-0.0250216812,0.7695029298,6.6434221268
303,-0.3164555837,0.2091119146,0.6984806058,-0.1370578877,-0.623285256,-0.025009455,0.769483692,7.1580240727
304,-0.3164647741,0.2091443684,0.6984633096,-0.1371059258,-0.6232962439,-0.0249985851,0.7694665868,7.6694941521
305,-0.3164739656,0.2091768337,0.6984460114,-0.1371539839,-0.6233072272,-0.0249877188,0.7694494779,8.185819149
306,-0.3164820078,0.2092052345,0.6984308701,-0.1371960246,-0.6233168413,-0.0249782069,0.7694345036,8.6998591423
307,-0.3164912,0.2092377044,0.6984135644,-0.1372440918,-0.623327824,-0.0249673401,0.7694173867,9.2175011635
308,-0.3164992428,0.2092661093,0.6983984165,-0.1372861405,-0.6233374375,-0.0249578278,0.7694024054,1.5080721378
309,-0.3165084358,0.2092985839,0.6983811032,-0.1373342168,-0.6233484196,-0.0249469604,0.7693852805,2.0230200291
310,-0.3165164793,0.2093269924,0.6983659485,-0.1373762729,-0.6233580329,-0.0249374482,0.769370292,2.5391201973
311,-0.3165245234,0.2093554081,0.6983507921,-0.1374183414,-0.6233676432,-0.0249279366,0.7693553008,3.0478200913
312,-0.3165325682,0.2093838298,0.6983356335,-0.1374604206,-0.6233772515,-0.0249184273,0.7693403064,3.5628550053
313,-0.3165417619,0.2094163045,0.6983183033,-0.1375084994,-0.6233882366,-0.0249075552,0.7693231654,4.1266560555
314,-0.3165521057,0.2094528466,0.6982988032,-0.1375626025,-0.623400592,-0.0248953258,0.7693038769,4.6434221268
315,-0.3165601512,0.2094812703,0.6982836329,-0.1376046869,-0.6234102015,-0.0248858139,0.769288871,5.1580240727
316,-0.3165693464,0.2095137573,0.6982662917,-0.1376527885,-0.6234211833,-0.0248749428,0.7692717175,5.6694941521
317,-0.3165773926,0.2095421848,0.6982511147,-0.1376948803,-0.6234307924,-0.0248654304,0.7692567045,6.185819149
318,-0.3165865889,0.2095746806,0.6982337668,-0.137742998,-0.6234417716,-0.0248545608,0.7692395431,6.6998591423
319,-0.3165946353,0.209603108,0.6982185822,-0.1377850908,-0.6234513822,-0.024845046,0.7692245228,7.2175011635
320,-0.3166026827,0.2096315464,0.6982033965,-0.1378272025,-0.6234609882,-0.0248355349,0.7692094999,7.7186291218
321,-0.3166118794,0.2096640401,0.6981860354,-0.1378753184,-0.6234719707,-0.0248246607,0.7691923261,8.2188651562
322,-0.3166199275,0.2096924825,0.6981708431,-0.1379174381,-0.6234815762,-0.0248151492,0.7691772961,8.7197110653
323,-0.316629125,0.2097249808,0.6981534743,-0.1379655631,-0.6234925581,-0.0248042745,0.7691601143,9.219974041
324,-0.3166371737,0.2097534273,0.6981382754,-0.1380076908,-0.623502163,-0.0247947625,0.7691450772,9.7216050625
325,-0.3166452224,0.2097818712,0.6981230722,-0.1380498145,-0.6235117698,-0.0247852484,0.7691300366,10.2285120487
326,-0.3166544213,0.209814381,0.6981056934,-0.1380979607,-0.6235227486,-0.0247743748,0.7691128432,10.7297041416
327,-0.3166624706,0.2098428289,0.6980904835,-0.1381400923,-0.6235323549,-0.0247648603,0.7690977955,11.2306780815
328,-0.3166705199,0.2098712743,0.6980752695,-0.1381822202,-0.623541963,-0.0247553436,0.7690827442,11.731180191
329,-0.3166785702,0.2098997306,0.6980600546,-0.138224367,-0.6235515666,-0.0247458306,0.7690676902,12.2325861454
330,-0.3166877701,0.2099322448,0.6980426599,-0.138272523,-0.6235625464,-0.0247349541,0.7690504809,12.7326021194
331,-0.316695821,0.2099607052,0.6980274382,-0.1383146778,-0.6235721494,-0.0247254407,0.7690354199,13.2338540554
332,-0.3167050217,0.2099932241,0.6980100359,-0.138362843,-0.6235831285,-0.0247145637,0.7690182025,13.7351841927
333,-0.3167130733,0.2100216886,0.6979948077,-0.1384050058,-0.623592731,-0.0247050498,0.7690031344,14.2362060547
334,-0.3167211248,0.2100501504,0.6979795751,-0.1384471646,-0.6236023354,-0.0246955338,0.7689880627,14.7364890575
335,-0.3167291763,0.2100786097,0.6979643384,-0.1384893196,-0.6236119416,-0.0246860156,0.7689729873,15.237650156
336,-0.3167383791,0.2101111465,0.6979469235,-0.1385375176,-0.6236229153,-0.0246751416,0.768955755,15.7376670837
337,-0.3167464313,0.2101396099,0.6979316801,-0.1385796806,-0.6236325209,-0.024665623,0.7689406726,16.2388551235
338,-0.3167544844,0.2101680842,0.6979164357,-0.1386218625,-0.6236421221,-0.024656108,0.7689255875,2.5080721378
339,-0.3167636876,0.2102006189,0.6978990075,-0.1386700587,-0.6236530991,-0.0246452294,0.7689083427,3.0230200291
340,-0.3167717413,0.2102290973,0.6978837565,-0.1387122487,-0.6236626996,-0.024635714,0.7688932506,3.5391201973
341,-0.316779795,0.210257573,0.6978685012,-0.1387544345,-0.6236723021,-0.0246261965,0.7688781548,4.0478200913
342,-0.3167889993,0.2102901145,0.6978510617,-0.1388026441,-0.6236832782,-0.0246153171,0.7688608981,4.5628550053
343,-0.316797054,0.2103185988,0.6978358009,-0.1388448457,-0.623692878,-0.0246058011,0.7688457956,5.1266560555
344,-0.316806259,0.210351145,0.6978183538,-0.1388930643,-0.6237038534,-0.0245949213,0.7688285308,5.6434221268
345,-0.3168143144,0.2103796335,0.6978030862,-0.1389352739,-0.6237134526,-0.0245854048,0.7688134212,6.1580240727
346,-0.3168223693,0.2104081148,0.6977878134,-0.138977472,-0.6237230559,-0.0245758843,0.7687983076,6.6694941521
347,-0.3168315761,0.2104406768,0.6977703572,-0.1390257192,-0.6237340261,-0.0245650076,0.7687810316,7.185819149
348,-0.3168396317,0.2104691622,0.6977550777,-0.1390679253,-0.6237436288,-0.0245554866,0.7687659109,7.6998591423
349,-0.316847688,0.2104976539,0.6977397961,-0.1391101427,-0.6237532291,-0.0245459674,0.7687507873,8.2175011635
350,-0.3168568955,0.2105302183,0.6977223276,-0.1391583957,-0.6237642005,-0.024535088,0.7687334991,8.7186291218
351,-0.3168649524,0.2105587142,0.6977070393,-0.139200621,-0.6237738002,-0.0245255683,0.7687183683,9.2188651562
352,-0.3168741609,0.2105912877,0.6976895643,-0.1392488908,-0.6237847688,-0.0245146904,0.7687010723,9.7197110653
353,-0.3168822181,0.2106197831,0.6976742682,-0.1392911165,-0.6237943701,-0.0245051684,0.7686859342,10.219974041
354,-0.3168902763,0.2106482895,0.6976589712,-0.1393333612,-0.6238039669,-0.02449565,0.7686707933,10.7216050625
355,-0.3168994853,0.2106808608,0.6976414827,-0.1393816291,-0.6238149389,-0.0244847675,0.7686534848,11.2285120487
356,-0.3169075441,0.2107093712,0.697626179,-0.1394238817,-0.6238245351,-0.0244752487,0.7686383368,11.7297041416
357,-0.3169156025,0.2107378745,0.6976108699,-0.1394661229,-0.6238341353,-0.0244657259,0.768623185,12.2306780815
358,-0.3169248132,0.2107704617,0.6975933724,-0.1395144194,-0.623845102,-0.0244548465,0.7686058651,12.731180191
359,-0.3169328726,0.2107989736,0.6975780577,-0.1395566761,-0.6238546996,-0.0244453251,0.7685907065,13.2325861454
360,-0.316940932,0.2108274829,0.6975627389,-0.139598929,-0.623864299,-0.0244358016,0.7685755442,13.7326021194
361,-0.3169501438,0.2108600769,0.6975452301,-0.1396472388,-0.6238752648,-0.0244249215,0.7685582124,14.2338540554
362,-0.3169593553,0.2108926644,0.697527715,-0.1396955383,-0.6238862346,-0.0244140373,0.7685408757,14.7351841927
363,-0.3169674163,0.2109211889,0.697512388,-0.1397378186,-0.6238958288,-0.024404517,0.7685257032,15.2362060547
364,-0.316975477,0.2109497063,0.6974970557,-0.1397800874,-0.6239054271,-0.0243949927,0.7685105266,15.7364890575
365,-0.3169846902,0.2109823097,0.6974795315,-0.1398284155,-0.6239163916,-0.0243841116,0.7684931787,16.237650156
366,-0.3169927515,0.2110108311,0.6974641925,-0.1398706923,-0.6239259893,-0.0243745868,0.768477995,16.7376670837
367,-0.3170019655,0.2110434391,0.6974466606,-0.1399190295,-0.6239369532,-0.0243637052,0.7684606389,17.2388551235
368,-0.3170100274,0.2110719647,0.6974313149,-0.1399613143,-0.6239465503,-0.02435418,0.7684454481,3.5080721378
369,-0.31701809,0.2111004966,0.6974159671,-0.1400036103,-0.6239561451,-0.0243446566,0.7684302543,4.0230200291
370,-0.3170273047,0.2111331069,0.6973984229,-0.1400519533,-0.6239671102,-0.0243337723,0.768412886,4.5391201973
371,-0.3170353679,0.2111616429,0.6973830683,-0.1400942574,-0.6239767043,-0.0243242484,0.7683976851,5.0478200913
372,-0.3170434318,0.2111901854,0.6973677117,-0.1401365728,-0.6239862961,-0.0243147263,0.7683824812,5.5628550053
373,-0.3170514952,0.2112187207,0.6973523498,-0.1401788767,-0.6239958919,-0.0243052,0.7683672733,6.1266560555
374,-0.3170607117,0.2112513445,0.6973347918,-0.1402272449,-0.6240068536,-0.0242943168,0.7683498895,6.6434221268
375,-0.3170687758,0.2112798839,0.6973194232,-0.1402695568,-0.6240164488,-0.0242847901,0.7683346745,7.1580240727
376,-0.317077993,0.2113125123,0.6973018575,-0.1403179341,-0.6240274098,-0.0242739064,0.7683172825,7.6694941521
377,-0.3170860577,0.2113410558,0.6972864821,-0.1403602539,-0.6240370045,-0.0242643793,0.7683020604,8.185819149
378,-0.3170952756,0.2113736889,0.6972689087,-0.1404086403,-0.6240479649,-0.0242534951,0.7682846603,8.6998591423
379,-0.317103341,0.211402236,0.6972535265,-0.1404509676,-0.6240575593,-0.0242439682,0.7682694309,9.2175011635
380,-0.3171125596,0.2114348741,0.6972359455,-0.1404993637,-0.6240685187,-0.0242330829,0.7682520228,9.7186291218
381,-0.317120626,0.2114634302,0.6972205577,-0.1405417071,-0.6240781101,-0.0242235569,0.7682367867,10.2188651562
382,-0.3171286923,0.2114919837,0.6972051657,-0.1405840466,-0.6240877034,-0.0242140288,0.7682215469,10.7197110653
383,-0.317137912,0.2115246282,0.6971875733,-0.1406324555,-0.6240986621,-0.0242031434,0.7682041267,11.219974041
384,-0.3171459789,0.2115531858,0.6971721746,-0.1406748031,-0.6241082548,-0.0241936148,0.7681888798,11.7216050625
385,-0.3171551994,0.211585835,0.6971545745,-0.1407232211,-0.6241192129,-0.024182729,0.7681714514,12.2285120487
386,-0.317163267,0.2116143966,0.697139169,-0.1407655766,-0.6241288051,-0.0241732,0.7681561974,12.7297041416
387,-0.3171713355,0.2116429691,0.6971237625,-0.140807951,-0.6241383926,-0.0241636747,0.7681409406,13.2306780815
388,-0.3171805563,0.2116756161,0.6971061489,-0.1408563672,-0.6241493541,-0.0241527842,0.7681234996,13.731180191
389,-0.3171886255,0.2117041933,0.6970907358,-0.1408987506,-0.6241589407,-0.0241432585,0.7681082358,14.2325861454
390,-0.3171978471,0.2117368443,0.6970731143,-0.1409471748,-0.6241699019,-0.0241323675,0.7680907865,14.7326021194
391,-0.3172059165,0.2117654204,0.6970576932,-0.1409895575,-0.6241794905,-0.0241228394,0.7680755151,15.2338540554
392,-0.3172139866,0.211794003,0.6970422701,-0.1410319517,-0.6241890766,-0.0241133131,0.7680602407,15.7351841927
393,-0.3172232093,0.2118266614,0.6970246375,-0.1410803903,-0.6242000365,-0.0241024214,0.7680427795,16.2362060547
394,-0.31723128,0.211855248,0.6970092075,-0.1411227924,-0.624209622,-0.0240928946,0.768027498,16.7364890575
395,-0.3172405034,0.2118879111,0.6969915672,-0.1411712401,-0.6242205813,-0.0240820025,0.7680100286,17.237650156
396,-0.3172485747,0.2119165018,0.6969761305,-0.1412136502,-0.6242301662,-0.0240724753,0.7679947399,17.7376670837
397,-0.3172577988,0.2119491694,0.6969584824,-0.141262107,-0.6242411248,-0.0240615827,0.7679772623,18.2388551235
398,-0.3172658708,0.2119777642,0.696943039,-0.1413045251,-0.6242507092,-0.024052055,0.7679619664,4.5080721378
399,-0.3172750956,0.2120104365,0.6969253831,-0.141352991,-0.6242616672,-0.0240411619,0.7679444807,5.0230200291
400,-0.3172831682,0.2120390354,0.6969099329,-0.141395417,-0.624271251,-0.0240316339,0.7679291776,5.5391201973
401,-0.3172923937,0.2120717123,0.6968922694,-0.1414438921,-0.6242822082,-0.0240207403,0.7679116836,6.0478200913
402,-0.3173016203,0.2121044008,0.6968746038,-0.1414923873,-0.6242931608,-0.0240098504,0.7678941859,6.5628550053
403,-0.3173096933,0.2121329968,0.6968591411,-0.1415348103,-0.6243027481,-0.0240003178,0.7678788713,7.1266560555
404,-0.3173189205,0.2121656899,0.6968414678,-0.1415833146,-0.6243137,-0.0239894274,0.7678613653,7.6434221268
405,-0.3173269941,0.2121942899,0.6968259983,-0.1416257455,-0.6243232867,-0.0239798944,0.7678460435,8.1580240727
406,-0.3173362221,0.2122269877,0.6968083173,-0.1416742589,-0.624334238,-0.0239690035,0.7678285294,8.6694941521
407,-0.3173442967,0.2122555963,0.696792842,-0.1417167055,-0.6243438219,-0.023959472,0.7678132006,9.185819149
408,-0.3173523712,0.2122842023,0.6967773626,-0.1417591481,-0.6243534078,-0.0239499384,0.7677978683,9.6998591423
409,-0.3173616002,0.2123169069,0.6967596702,-0.1418076749,-0.6243643581,-0.0239390468,0.7677803421,10.2175011635
410,-0.3173696754,0.2123455169,0.6967441839,-0.1418501255,-0.6243739434,-0.0239295128,0.7677650025,2.5080721378
411,-0.3173777514,0.2123741379,0.6967286967,-0.1418925951,-0.6243835241,-0.0239199825,0.7677496602,3.0230200291
412,-0.3173869809,0.2124068402,0.6967109908,-0.14194112,-0.6243944777,-0.0239090863,0.7677321214,3.5391201973
413,-0.3173950576,0.2124354653,0.6966954967,-0.1419835976,-0.6244040578,-0.0238995555,0.7677167719,4.0478200913
414,-0.3174042878,0.2124681722,0.6966777831,-0.1420321316,-0.6244150108,-0.0238886588,0.7676992249,4.5628550053
415,-0.317413519,0.2125008907,0.6966600674,-0.1420806857,-0.6244259591,-0.0238777658,0.767681674,5.1266560555
416,-0.317421596,0.2125295129,0.6966445608,-0.1421231602,-0.6244355427,-0.0238682305,0.7676663129,5.6434221268
417,-0.317430828,0.212562236,0.6966268374,-0.1421717234,-0.6244464903,-0.023857337,0.7676487538,6.1580240727
418,-0.3174400597,0.2125949525,0.6966091077,-0.1422202762,-0.624457442,-0.0238464394,0.7676311898,6.6694941521
419,-0.3174492924,0.2126276806,0.696591376,-0.1422688492,-0.6244683889,-0.0238355453,0.767613622,7.185819149
420,-0.3174608334,0.2126685884,0.6965692042,-0.1423295627,-0.6244820748,-0.023821925,0.7675916556,7.6998591423
421,-0.3174689121,0.2126972217,0.696553679,-0.142372059,-0.6244916567,-0.0238123886,0.7675762748,8.2175011635
422,-0.3174793003,0.212734049,0.6965337158,-0.14242672,-0.624503971,-0.0238001317,0.7675564952,8.7186291218
423,-0.3174896886,0.212770875,0.6965137464,-0.1424813796,-0.624516287,-0.0237878725,0.7675367098,9.2188651562
424,-0.3174989227,0.2128036072,0.6964959902,-0.1425299633,-0.6245272364,-0.0237769732,0.7675191177,9.7197110653
425,-0.3175070034,0.2128322585,0.6964804522,-0.1425724925,-0.6245368127,-0.0237674398,0.7675037216,10.219974041
426,-0.3175162383,0.2128649954,0.6964626883,-0.1426210854,-0.6245477615,-0.02375654,0.7674861213,10.7216050625
427,-0.3175266286,0.212901837,0.6964427012,-0.1426757744,-0.6245600737,-0.0237442817,0.7674663164,11.2285120487
428,-0.3175358646,0.2129345837,0.6964249296,-0.1427243854,-0.6245710194,-0.0237333833,0.7674487071,11.7297041416
429,-0.3175439464,0.212963239,0.696409376,-0.1427669238,-0.6245805967,-0.0237238471,0.7674332953,12.2306780815
430,-0.3175531827,0.2129959857,0.6963915955,-0.142815536,-0.6245915441,-0.0237129463,0.7674156774,12.731180191
431,-0.3175612655,0.2130246497,0.6963760361,-0.1428580902,-0.6246011185,-0.0237034116,0.7674002587,13.2325861454
432,-0.3175705025,0.213057401,0.6963582478,-0.1429067116,-0.6246120652,-0.0236925104,0.7673826326,13.7326021194
433,-0.3175797406,0.213090164,0.6963404575,-0.1429553532,-0.624623007,-0.0236816128,0.7673650026,14.2338540554
434,-0.3175878237,0.213118825,0.6963248856,-0.1429979042,-0.624632585,-0.0236720736,0.7673495723,14.7351841927
435,-0.3175970625,0.2131515926,0.6963070875,-0.1430465549,-0.6246435262,-0.0236611755,0.7673319341,15.2362060547
436,-0.3176063011,0.2131843535,0.6962892831,-0.1430951951,-0.6246544715,-0.0236502733,0.7673142908,15.7364890575
437,-0.3176155403,0.2132171215,0.6962714756,-0.1431438479,-0.6246654142,-0.0236393728,0.7672966435,16.237650156
438,-0.3176247803,0.2132498964,0.696253665,-0.1431925132,-0.6246763543,-0.023628474,0.7672789921,16.7376670837
439,-0.317632865,0.2132785676,0.6962380752,-0.1432350843,-0.624685931,-0.0236189343,0.7672635428,17.2388551235
440,-0.3176444158,0.2133195417,0.6962158015,-0.1432959268,-0.6246996056,-0.0236053091,0.7672414675,3.5080721378
441,-0.3176548118,0.2133564173,0.6961957485,-0.143350684,-0.6247119144,-0.0235930449,0.7672215935,4.0230200291
442,-0.3176640527,0.2133891936,0.696177918,-0.1433993546,-0.6247228575,-0.0235821411,0.7672039228,4.5391201973
443,-0.3176721394,0.2134178834,0.696162315,-0.1434419597,-0.6247324282,-0.0235726038,0.7671884578,5.0478200913
444,-0.3176813811,0.2134506644,0.6961444768,-0.1434906394,-0.6247433705,-0.0235616995,0.7671707787,5.5628550053
445,-0.3176894684,0.2134793583,0.696128867,-0.1435332525,-0.6247529406,-0.0235521618,0.7671553065,6.1266560555
446,-0.3176975558,0.2135080495,0.6961132529,-0.1435758617,-0.6247625127,-0.0235426219,0.7671398306,6.6434221268
447,-0.3177067988,0.2135408418,0.6960954043,-0.1436245624,-0.6247734518,-0.0235317189,0.7671221397,7.1580240727
448,-0.3177148867,0.213569537,0.6960797833,-0.1436671795,-0.6247830233,-0.0235221786,0.7671066565,7.6694941521
449,-0.3177229746,0.2135982296,0.6960641581,-0.1437097927,-0.6247925967,-0.0235126362,0.7670911696,8.185819149
450,-0.317732219,0.2136310333,0.6960462991,-0.1437585144,-0.6248035326,-0.0235017345,0.7670734669,8.6998591423
451,-0.3177403076,0.2136597299,0.6960306671,-0.1438011356,-0.6248131054,-0.0234921917,0.7670579728,9.2175011635
452,-0.317748397,0.2136884375,0.696015034,-0.1438437758,-0.6248226735,-0.0234826525,0.7670424759,9.7186291218
453,-0.3177576418,0.2137212388,0.6959971614,-0.1438924955,-0.6248336129,-0.0234717463,0.7670247604,10.2188651562
