,base frame,end effector frame,,,,,,
0,base_link,gripper,,,,,,
,x,y,z,qw,qx,qy,qz,time
909,-0.3223883066,0.2302953098,0.6865972332,-0.1686640851,-0.6302107721,-0.018034881,0.7576684975,10.0230200291
910,-0.3223977229,0.230329306,0.6865771728,-0.1687152122,-0.6302215023,-0.0180238756,0.7576484509,10.5391201973
911,-0.3224071396,0.2303633094,0.6865571089,-0.1687663521,-0.6302322295,-0.018012872,0.7576283995,11.0478200913
912,-0.3224165562,0.2303973053,0.6865370381,-0.1688174806,-0.6302429613,-0.0180018642,0.7576083427,11.5628550053
913,-0.3224259737,0.2304313133,0.6865169649,-0.1688686301,-0.6302536875,-0.0179908603,0.7575882814,12.1266560555
914,-0.3224353909,0.2304653138,0.6864968848,-0.1689197681,-0.6302644184,-0.0179798521,0.7575682146,12.6434221268
915,-0.3224436316,0.2304950754,0.686479313,-0.1689645331,-0.6302738027,-0.0179702238,0.7575506526,13.1580240727
916,-0.3224530494,0.2305290802,0.6864592243,-0.16901568,-0.6302845327,-0.0179592153,0.7575305765,13.6694941521
917,-0.322462468,0.2305630972,0.686439133,-0.1690668481,-0.6302952571,-0.0179482108,0.757510496,14.185819149
918,-0.3224707091,0.2305928547,0.6864215474,-0.1691116088,-0.6303046453,-0.0179385779,0.757492921,14.6998591423
919,-0.3224801282,0.2306268761,0.6864014474,-0.1691627858,-0.6303153688,-0.0179275732,0.7574728311,15.2175011635
920,-0.3224883698,0.2306566374,0.6863838542,-0.1692075544,-0.6303247562,-0.01791794,0.7574552479,7.5080721378
921,-0.3224977895,0.2306906631,0.6863637455,-0.1692587404,-0.6303354789,-0.0179069349,0.7574351488,8.0230200291
922,-0.3225072091,0.2307246812,0.6863436301,-0.1693099149,-0.6303462061,-0.0178959256,0.7574150441,8.5391201973
923,-0.3225166292,0.2307587066,0.686323511,-0.1693611023,-0.6303569303,-0.0178849182,0.7573949347,9.0478200913
924,-0.3225260498,0.2307927393,0.6863033884,-0.1694123027,-0.6303676515,-0.0178739127,0.7573748206,9.5628550053
925,-0.3225342927,0.2308225109,0.6862857754,-0.1694570923,-0.6303770367,-0.0178642788,0.7573572163,10.1266560555
926,-0.3225437139,0.2308565474,0.686265644,-0.169508301,-0.6303877572,-0.017853273,0.7573370928,10.6434221268
927,-0.3225531349,0.2308905768,0.6862455059,-0.1695594988,-0.6303984821,-0.0178422629,0.7573169639,11.1580240727
928,-0.3225625568,0.2309246184,0.6862253653,-0.1696107177,-0.6304092014,-0.0178312568,0.7572968305,11.6694941521
